HEALTHFACTORTYPE,SmokingFactor
TOBACCO USE HISTORY,UNKNOWN
TOBACCO USE HISTORY OF,UNKNOWN
TOBACCO USE IN LAST 12 MONTHS,CURRENT SMOKER
TOBACCO USE IN LAST 12 MOS,CURRENT SMOKER
TOBACCO USE INPATIENT,UNKNOWN
Tobacco Use issue identified,CURRENT SMOKER
TOBACCO USE LIGHT,CURRENT SMOKER
TOBACCO USE MEDICATION CONTRAINDICATED,UNKNOWN
TOBACCO USE MISDIAGNOSIS,unknown
TOBACCO USE NEGATIVE,unknown
TOBACCO USE NEGATIVE PAST 30 DAYS,UNKNOWN
TOBACCO USE NO,UNKNOWN
"TOBACCO USE NO, DIABETIC",UNKNOWN
"TOBACCO USE NO, LIVER",UNKNOWN
"TOBACCO USE NO, PULM",UNKNOWN
"TOBACCO USE NO, RENAL",UNKNOWN
TOBACCO USE ORDER CONSULT,CURRENT SMOKER
TOBACCO USE ORYX,UNKNOWN
TOBACCO USE PAST 12 MONTHS,CURRENT SMOKER
TOBACCO USE PAST 30 DAYS,UNKNOWN
TOBACCO USE PIPE/CIGAR,UNKNOWN
TOBACCO USE PLAN,UNKNOWN
TOBACCO USE POS COUNSEL ONLY,CURRENT SMOKER
TOBACCO USE POS REFER TO CESSATION,CURRENT SMOKER
TOBACCO USE POS REFER TO TELEQUIT,CURRENT SMOKER
TOBACCO USE POSITIVE >4 CIGARETTE,CURRENT SMOKER
TOBACCO USE POSITIVE 4 OR LESS CIGARETTE,CURRENT SMOKER
TOBACCO USE POSITIVE COUNSELING REFUSED,CURRENT SMOKER
TOBACCO USE POSITIVE COUNSELING YES,CURRENT SMOKER
TOBACCO USE POSITIVE DAILY CIGAR,CURRENT SMOKER
TOBACCO USE POSITIVE DAILY PIPE,UNKNOWN
TOBACCO USE POSITIVE NOT DAILY CIGAR,CURRENT SMOKER
TOBACCO USE POSITIVE NOT DAILY PIPE,UNKNOWN
TOBACCO USE POSITIVE NOT USING DAILY,CURRENT SMOKER
TOBACCO USE POSITIVE SMOKELESS,UNKNOWN
TOBACCO USE PT CURRENT USER,CURRENT SMOKER
TOBACCO USE PT NEVER USED,NEVER SMOKER
TOBACCO USE PT USED BUT QUIT,FORMER SMOKER
TOBACCO USE PT USED BUT QUIT <1YR,FORMER SMOKER
TOBACCO USE REASSESS IN 3M,unknown
TOBACCO USE REASSESSED,unknown
TOBACCO USE REFFERED-SMOKING CESSATION,CURRENT SMOKER
TOBACCO USE RELATED HF *CAT,UNKNOWN
TOBACCO USE SCREEN,unknown
TOBACCO USE SCREEN (REFUSED),UNKNOWN
TOBACCO USE SCREEN (REFUSED) (538),UNKNOWN
TOBACCO USE SCREEN DONE,unknown
TOBACCO USE SCREEN DONE ELSEWHERE,unknown
TOBACCO USE SCREEN INACTIVATE *HF,unknown
TOBACCO USE SCREEN POSITIVE,CURRENT SMOKER
TOBACCO USE SCREEN REFUSED,UNKNOWN
TOBACCO USE SCREENING,unknown
TOBACCO USE SCREENING COMPLETED,unknown
TOBACCO USE SCREENING PERFORMED,UNKNOWN
TOBACCO USE SCREENING REFUSED,UNKNOWN
TOBACCO USE SCRN INPT,UNKNOWN
TOBACCO USE SMOKELESS ONLY,UNKNOWN
TOBACCO USE SMOKELESS PLUS,UNKNOWN
TOBACCO USE STATUS,UNKNOWN
TOBACCO USE TERMINATED,unknown
TOBACCO USE UNABLE TO SCREEN,UNKNOWN
TOBACCO USE USE SAFETY IP INTERV,UNKNOWN
TOBACCO USE WITHIN LAST 12 MONTHS,UNKNOWN
TOBACCO USE WITHIN PAST 30 DAYS - NO,UNKNOWN
TOBACCO USE WITHIN PAST 30 DAYS - YES,CURRENT SMOKER
TOBACCO USE YES,CURRENT SMOKER
"TOBACCO USE YES, DIABETIC",CURRENT SMOKER
"TOBACCO USE YES, LIVER",CURRENT SMOKER
"TOBACCO USE YES, PULM",CURRENT SMOKER
"TOBACCO USE YES, RENAL",CURRENT SMOKER
"TOBACCO USE, DIABETIC",UNKNOWN
"TOBACCO USE, LIVER",UNKNOWN
"TOBACCO USE, MID",UNKNOWN
"TOBACCO USE, NEUROSURG",UNKNOWN
"TOBACCO USE, PULM",UNKNOWN
TOBACCO USE/COUNSELING,CURRENT SMOKER
TOBACCO USE/COUNSELING-ANCILLARY,CURRENT SMOKER
TOBACCO USE/COUNSELING-PROVIDER,CURRENT SMOKER
TOBACCO USE/SMOKING 2,CURRENT SMOKER
TOBACCO USE/SMOKING 3,CURRENT SMOKER
TOBACCO USE/SMOKING SCREEN,unknown
tobacco use: assessing status after dc,UNKNOWN
TOBACCO USE=YES,CURRENT SMOKER
Tobacco Use-Cigarettes,CURRENT SMOKER
Tobacco Use-Cigars/Pipe,UNKNOWN
Tobacco Use-Current User,CURRENT SMOKER
Tobacco Use-Former User,FORMER SMOKER
TOBACCO USE-LESS (DFU),UNKNOWN
Tobacco Use-Lifetime Non-User,NEVER SMOKER
TOBACCO USE-MORE (DFU),CURRENT SMOKER
TOBACCO USE-NEVER (DFU),NEVER SMOKER
TOBACCO USE-QUIT (DFU),FORMER SMOKER
TOBACCO USER,CURRENT SMOKER
TOBACCO USER - CURRENT *HF,CURRENT SMOKER
TOBACCO USER (BOISE IMPORT,CURRENT SMOKER
TOBACCO USER (BOISE),CURRENT SMOKER
TOBACCO USER (CURRENT),CURRENT SMOKER
TOBACCO USER (ER),CURRENT SMOKER
TOBACCO USER 1ST COUNCELLING,CURRENT SMOKER
TOBACCO USER 1ST COUNSELING,CURRENT SMOKER
TOBACCO USER 1ST COUNSELING2,CURRENT SMOKER
TOBACCO USER 2,CURRENT SMOKER
TOBACCO USER 2ND COUNCELLING,CURRENT SMOKER
TOBACCO USER 2ND COUNSELING,CURRENT SMOKER
TOBACCO USER 3RD COUNCELLING,CURRENT SMOKER
TOBACCO USER 3RD COUNSELING,CURRENT SMOKER
TOBACCO USER COUNSELED,CURRENT SMOKER
TOBACCO USER COUNSELED (ER),CURRENT SMOKER
TOBACCO USER COUNSELED ON CDI,CURRENT SMOKER
TOBACCO USER COUNSELING (PROV),CURRENT SMOKER
TOBACCO USER COUNSELLED ON CDI,CURRENT SMOKER
TOBACCO USER CURRENT,CURRENT SMOKER
TOBACCO USER DESIRES MEDS,CURRENT SMOKER
TOBACCO USER DESIRES MEDS INPT,CURRENT SMOKER
TOBACCO USER ER,CURRENT SMOKER
TOBACCO USER INPATIENT,CURRENT SMOKER
TOBACCO USER INPT NO,UNKNOWN
TOBACCO USER NOT INTERESTED QUIT INPT,CURRENT SMOKER
TOBACCO USER OFFERED CLASSES,CURRENT SMOKER
TOBACCO USER OFFERED MEDS,CURRENT SMOKER
TOBACCO USER PAST YEAR NO (538),UNKNOWN
TOBACCO USER QUIT,FORMER SMOKER
TOBACCO USER QUIT (ER),FORMER SMOKER
TOBACCO USER REFERRED TO PROVIDER,CURRENT SMOKER
TOBACCO USER STATUS,UNKNOWN
TOBACCO USER STATUS 09,CURRENT SMOKER
TOBACCO USER STATUS 2,CURRENT SMOKER
TOBACCO USER STATUS CLE,CURRENT SMOKER
TOBACCO USER STATUS FY09,CURRENT SMOKER
TOBACCO USER STATUS LIPID CLINIC,UNKNOWN
TOBACCO USER STATUSB,CURRENT SMOKER
TOBACCO USER- WANTS MEDS,CURRENT SMOKER
TOBACCO USER WANTS MEDS INFO,CURRENT SMOKER
TOBACCO USER WANTS TXMT INFO,CURRENT SMOKER
TOBACCO USER(BOISE IMPORT),CURRENT SMOKER
TOBACCO USER(BOSIE IMPORT),CURRENT SMOKER
TOBACCO USER*,CURRENT SMOKER
TOBACCO USER* OUTPATIENT DONE,UNKNOWN
"TOBACCO USER,CURRENT",CURRENT SMOKER
TOBACCO USER/COUNSELING PROVIDED,CURRENT SMOKER
TOBACCO USER-BOISE,CURRENT SMOKER
TOBACCO USER-SCREEN FOR AAA,CURRENT SMOKER
TOBACCO USE-SD.SMITH,UNKNOWN
Tobacco Use-Smokeless Tobacco,UNKNOWN
TOBACCO USE-UNCHANGED (DFU),UNKNOWN
TOBACCO V1,UNKNOWN
TOBACCO V4,UNKNOWN
TOBACCO V4_2,UNKNOWN
TOBACCO W/IN YEAR NOT CURRENT,UNKNOWN
Tobacco What,unknown
Tobacco When,unknown
Tobacco Where,unknown
TOBACCO WILLING TO QUIT NOW,CURRENT SMOKER
TOBACCO Y,UNKNOWN
"TOBACCO YES, BONE/STONE",CURRENT SMOKER
TOBACCO*,UNKNOWN
"TOBACCO, VASCULAR",UNKNOWN
Tobacco/Alcohol/Substance Abuse,UNKNOWN
TOBACCO/TREATMENT MODALITIES,CURRENT SMOKER
TOBACCO: ALREADY IN PROGRAM,CURRENT SMOKER
TOBACCO: ALREADY ON MEDS,CURRENT SMOKER
Tobacco: Be Tobacco Free,UNKNOWN
"Tobacco: Cessation class, enrolled",CURRENT SMOKER
"Tobacco: Cessation class, interested in",CURRENT SMOKER
"Tobacco: Cessation class, not enrolled",UNKNOWN
"Tobacco: Cessation class, referral to",CURRENT SMOKER
"Tobacco: Cessation, not interested",CURRENT SMOKER
Tobacco: Current Smoker,CURRENT SMOKER
Tobacco: Current user,CURRENT SMOKER
TOBACCO: DECLINES CLINIC REFERRAL,CURRENT SMOKER
TOBACCO: DECLINES MEDICATIONS,CURRENT SMOKER
TOBACCO: MEDS CONTRAINDICATED,UNKNOWN
Tobacco: Non-user <= 12 months,UNKNOWN
Tobacco: Non-user >12 months,UNKNOWN
Tobacco: Non-user for past 7 years,UNKNOWN
"Tobacco: Non-user, lifetime",NEVER SMOKER
"Tobacco: Non-user, used in last 7 yr",FORMER SMOKER
Tobacco: past user (>1 month ago),FORMER SMOKER
Tobacco: past user (w/in last month),FORMER SMOKER
TOBACCO: QUIT LESS THAN 12 MONTHS AGO,FORMER SMOKER
TOBACCO: REFERRAL ALREADY PLACED,CURRENT SMOKER
Tobacco: Status unknown,UNKNOWN
TOBACCO: STOP SMOKING CLASS ALREADY,CURRENT SMOKER
TOBACCO: STOP SMOKING CLASS OFFERED,CURRENT SMOKER
TOBACCO: STOP SMOKING PROGRAM DECLINED,CURRENT SMOKER
Tobacco: wants to quit w/o classes,CURRENT SMOKER
Tobacco: zPast user (>5 yr),FORMER SMOKER
Tobacco: zPast user (w/in 5 yr),FORMER SMOKER
"Tobacco: zSmokeless, current user",UNKNOWN
"Tobacco: zSmokeless, past user",UNKNOWN
"Tobacco: zSmoker, current",CURRENT SMOKER
"Tobacco: zSmoker, past",FORMER SMOKER
TOBACCO_TIDES,UNKNOWN
TOBACCO09,UNKNOWN
TOBACCO1,UNKNOWN
TOBACCO-1,UNKNOWN
TOBACCO2,UNKNOWN
TOBACCO-2,UNKNOWN
TOBACCO2013,UNKNOWN
TOBACCO3,UNKNOWN
TOBACCO-3,UNKNOWN
TOBACCO-AAA,UNKNOWN
TOBACCO-ALREADY ON QUIT SMOKE MEDS/PROG,CURRENT SMOKER
TOBACCO-INTERESTED IN MEDS,CURRENT SMOKER
TOBACCO-PITT,UNKNOWN
TOBACCO-PT READY TO QUIT,CURRENT SMOKER
TOBACCO-QUIT DURING THE PAST YEAR,FORMER SMOKER
TOBACCO-REFERED SMOKING CESSATION,CURRENT SMOKER
TOBACCO-REFERRED SMOKING CESSATION,CURRENT SMOKER
TOBACCOSAG,UNKNOWN
TOBACCO-UNABLE TO PARTICIPATE W/CARE,unknown
TOB-COMPLETED SMOKING CLASS,unknown
TOB-CURRENT NON-SMOKER BUT HX,UNKNOWN
TOB-DECLINES SMOKING CESSATION REFERRAL,CURRENT SMOKER
TOB-INTERESTED IN QUITTING SMOKING,CURRENT SMOKER
TOB-LIFETIME NON-USER,NEVER SMOKER
TOB-PARTIAL COMPLETION SC CLASS,unknown
TOB-PATIENT REFUSED SCREENING,UNKNOWN
TOBRAMYCIN,UNKNOWN
TOBRAMYCIN PEAK,UNKNOWN
TOBRAMYCIN TROUGH,UNKNOWN
TOB-SCREEING DONE ELSEWHERE,UNKNOWN
TOB-SCREENING DONE ELSEWHERE,unknown
TOB-SMOKES OR USES TOBACCO PRODUCTES,CURRENT SMOKER
TOB-SMOKES OR USES TOBACCO PRODUCTS,CURRENT SMOKER
TOB-Tobacco Counseling (Declined),CURRENT SMOKER
TPA STROKE SMOKING CESS AT DC NO,CURRENT SMOKER
TPA STROKE SMOKING CESS AT DC YES,CURRENT SMOKER
TPA STROKE SMOKING CESS AT DISCHARGE NO,CURRENT SMOKER
TPA STROKE SMOKING CESS AT DISCHARGE YES,CURRENT SMOKER
TPREVIOUS SMOKER,FORMER SMOKER
TRYING TO QUIT TOBACCO,CURRENT SMOKER
TSMOKELESS TOBACCO USER,UNKNOWN
TTOBACCO,UNKNOWN
TURN OFF SMOKING ORDER REMINDER,unknown
TX PLAN TOBACCO/CESSATION GOALS,CURRENT SMOKER
TYPE TOB USED,unknown
UNABLE TO ANSWER TOBACCO USE INPT,UNKNOWN
UNABLE TO ASSESS TOB USE,UNKNOWN
UNABLE TO ASSESS TOBACCO USAGE,unknown
UNABLE TO ASSESS TOBACCO USE,UNKNOWN
Unable to contact post d/c tobacco f/u,UNKNOWN
UNABLE TO RESPOND TO TOBACCO SCREEN,unknown
UNCONFIRMED TOBACCO DISORDER DX,CURRENT SMOKER
"UNKNOWN TOBACCO, LNET",UNKNOWN
URF CURRENT TOBACCO USER,CURRENT SMOKER
URF HD SMOKE CURRENT,CURRENT SMOKER
URF HD SMOKE FORMER,FORMER SMOKER
URF HD SMOKE NEVER,NEVER SMOKER
USE OF TOBACCO,CURRENT SMOKER
USED TOBACCO IN THE PAST 30 DAYS INP,CURRENT SMOKER
USED TOBACCO WITHIN PAST 12 MOS,CURRENT SMOKER
USES SMOKELESS TOBACCO,UNKNOWN
V 16 ATTENDING TOBACCO CESSATION PROGRAM,CURRENT SMOKER
V 16 CURRENT SMOKELESS TOBACCO USER,UNKNOWN
V 16 CURRENT TOBACCO USER,CURRENT SMOKER
V 16 LIFETIME NON-TOBACCO USER,NEVER SMOKER
V 16 TOBACCO CESSATION < 12 MONTHS,FORMER SMOKER
V 16 TOBACCO CESSATION > 12 MONTHS,FORMER SMOKER
V 16 TOBACCO CESSATION ED (PROVIDER),CURRENT SMOKER
V 16 TOBACCO USE SCREEN,UNKNOWN
V 16 UNABLE TO RESPOND TO TOBACCO SCRN,UNKNOWN
V1 D-VENT INC HERNIA SMOKER NEVER,NEVER SMOKER
V1 D-VENT INC HERNIA SMOKER PRIOR,FORMER SMOKER
V1 D-VENT INC HERNIA SMOKER YES,CURRENT SMOKER
V1 TOBACCO,UNKNOWN
V15 HEALTH CHOICES TOBACCO FREE,unknown
V16 ATTENDING TOBACCO CESSATION PROGRAM,CURRENT SMOKER
V16 CURRENT NON-TOBACCO USER,UNKNOWN
V16 CURRENT SMOKELESS TOBACCO COUNSEL,UNKNOWN
V16 CURRENT SMOKELESS TOBACCO USER,UNKNOWN
V16 CURRENT SMOKER,CURRENT SMOKER
V16 CURRENT SMOKER COUNSEL,CURRENT SMOKER
V16 CURRENT TOBACCO USER,CURRENT SMOKER
V16 HX OF CHEWING TOBACCO,UNKNOWN
V16 HX OF SEC. SMOKE INH,UNKNOWN
V16 LIFETIME NON-SMOKER,NEVER SMOKER
V16 LIFETIME NON-TOBACCO USER,NEVER SMOKER
V16 LIFETIME NON-TOBACCO USER INPT,NEVER SMOKER
V16 NO TOBACCO <12 MO COUNSEL,UNKNOWN
V16 NON TOBACCO USER,UNKNOWN
V16 NON TOBACCO USER >= 12 M,UNKNOWN
V16 NON TOBACCO USER>=12 M,UNKNOWN
V16 NON-SMOKER > 7 YEARS,UNKNOWN
V16 NON-TOBACCO USER LESS<12 MO,UNKNOWN
V16 OFFERED TOB CESS MEDS,CURRENT SMOKER
V16 QUIT TOBACCO >12 MO & <7 YRS AGO,FORMER SMOKER
V16 SMOKELESS TOBACCO USER,UNKNOWN
V16 SMOKER&SMOKELESS TOBACCO USER,CURRENT SMOKER
V16 TOB COUNSELING BY PROVIDER,CURRENT SMOKER
V16 TOBACCO <7YR,FORMER SMOKER
V16 TOBACCO CESSATION < 12 MONTHS,FORMER SMOKER
V16 TOBACCO CESSATION < 7 YR,FORMER SMOKER
V16 TOBACCO CESSATION <12 MONTHS,FORMER SMOKER
V16 TOBACCO CESSATION <7 YEARS,FORMER SMOKER
V16 TOBACCO CESSATION <7YR,FORMER SMOKER
V16 TOBACCO CESSATION > 12 MONTHS,FORMER SMOKER
V16 TOBACCO CESSATION > 7 YR,FORMER SMOKER
V16 TOBACCO CESSATION >12 MONTHS,FORMER SMOKER
V16 TOBACCO CESSATION >7 YEARS,FORMER SMOKER
V16 TOBACCO CESSATION >7YR,FORMER SMOKER
V16 TOBACCO CESSATION ED (PROVIDER),CURRENT SMOKER
V16 TOBACCO CESSATION PROGRAM DECLINE,CURRENT SMOKER
V16 TOBACCO CESSATION PROGRAM DECLINED,CURRENT SMOKER
V16 TOBACCO CESSATION PROGRAM REFERRAL,CURRENT SMOKER
V16 TOBACCO CESSATION<12 MONTHS,FORMER SMOKER
V16 TOBACCO CESSATION<7YR,FORMER SMOKER
V16 TOBACCO CESSTION>12 MONTHS,FORMER SMOKER
V16 TOBACCO EDUCATION REFUSED,CURRENT SMOKER
V16 TOBACCO MEDS ALREADY,CURRENT SMOKER
V16 TOBACCO MEDS DECLINED,CURRENT SMOKER
V16 TOBACCO MEDS OFFERED,CURRENT SMOKER
V16 TOBACCO USE EDUCATION,CURRENT SMOKER
V16 TOBACCO USE SCREEN,unknown
V16 TOBACCO: QUIT >12M BUT <7 YRS,FORMER SMOKER
V16 UNABLE TO RESPOND TO TOBACCO SCRN,unknown
V16 UNABLE TO RESPOND TOBACCO SCREEN,UNKNOWN
V1-BARRIERS TO QUIT TOBACCO IDENTIFIED,CURRENT SMOKER
V1-IDENTIFY SOC SUPPORT TO QUIT TOBACCO,CURRENT SMOKER
V1-LUNG CA SCREEN CURRENT SMOKER NO,UNKNOWN
V1-LUNG CA SCREEN CURRENT SMOKER YES,CURRENT SMOKER
V1-LUNG CA SCREEN HISTORY OF SMOKING NO,UNKNOWN
V1-LUNG CA SCREEN HISTORY OF SMOKING YES,CURRENT SMOKER
V1-PAST TOBACCO QUIT ATTEMPTS REVIEWED,CURRENT SMOKER
V1-PT ADVISED TO SET A QUIT TOBACCO DATE,CURRENT SMOKER
V1-PT ASSISTED WITH TOBACCO CESSATION,CURRENT SMOKER
V1-PT DECLINES REF TO TOBACCO CESS PRGM,CURRENT SMOKER
V1-PT DECLINES TOBACCO CESSATION MEDS,CURRENT SMOKER
V1-PT NOT INTERESTED IN QUIT TOBACCO USE,CURRENT SMOKER
V1-PT READINESS TO QUIT TOB ASSESSED,CURRENT SMOKER
V1-PT READY TO QUIT TOBACCO USE,CURRENT SMOKER
V1-PT RECEIVES TOBACCO CESS MEDS OUTSIDE,CURRENT SMOKER
V1-PT REF TO NON-VA TOBACCO CESS PRGM,CURRENT SMOKER
V1-PT THINKING ABOUT QUIT TOBACCO USE,CURRENT SMOKER
V1-QUIT TOBACCO USE > 1 YEAR AGO,FORMER SMOKER
V1-QUIT TOBACCO USE > 15 YEARS AGO,FORMER SMOKER
V1-REASONS TO QUIT TOBACCO USE REVIEWED,CURRENT SMOKER
V1-TOBACCO CESS MEDS NOT PRESCRIBED,CURRENT SMOKER
V20 TOBACCO COUNSELING OFFERED CATEGORY,CURRENT SMOKER
V20 TOBACCO QUIT CAT,FORMER SMOKER
V20 TOBACCO USER CAT,CURRENT SMOKER
V20-TOBACCO COUNSELING INPATIENT,CURRENT SMOKER
V20-TOBACCO COUNSELING OFFERED CAT,CURRENT SMOKER
V20-TOBACCO COUNSELING OFFERED CATEGORY,CURRENT SMOKER
V20-TOBACCO QUIT >7Y/LIFETIME,UNKNOWN
V20-TOBACCO QUIT 1Y,FORMER SMOKER
V20-TOBACCO QUIT 2Y,FORMER SMOKER
V20-TOBACCO QUIT 3Y,FORMER SMOKER
V20-TOBACCO QUIT 4Y,FORMER SMOKER
V20-TOBACCO QUIT 5Y,FORMER SMOKER
V20-TOBACCO QUIT 6Y,FORMER SMOKER
V20-TOBACCO QUIT 7Y,FORMER SMOKER
V20-TOBACCO QUIT CAT,FORMER SMOKER
V20-TOBACCO USER,CURRENT SMOKER
V20-TOBACCO USER CAT,UNKNOWN
V3 CHF TOBACCO COUNSELING PROVIDED,CURRENT SMOKER
V3 TOBACCO QUIT <12 MOS COUNSELING,FORMER SMOKER
V7 LIFETIME NON/TOBACCO USER,NEVER SMOKER
V7-CURRENT SMOKELESS TOBACCO USER,UNKNOWN
V7-CURRENT SMOKER,CURRENT SMOKER
V7-CURRENT TOBACCO PRODUCT USER,CURRENT SMOKER
V7-DECLINED MEDS FOR TOBACCO CESSATION,CURRENT SMOKER
V7-HISTORY OF SMOKING,UNKNOWN
V7-HX OF TOBACCO USE,unknown
V7-HX TOBACCO USER >12 MONTHS <7 YEARS,UNKNOWN
V7-LIFETIME NON/TOBACCO USER,NEVER SMOKER
V7-LIFETIME TOBACCO NON USER,NEVER SMOKER
V7-NO TOBACCO USE > 7 YEARS,UNKNOWN
V7-OFFERED MEDS TO QUIT TOBACCO,CURRENT SMOKER
V7-QUIT TOBACCO USE <12 MONTHS,FORMER SMOKER
V7-TOBACCO,UNKNOWN
V7-TOBACCO QUIT DATE,UNKNOWN
V7-TOBACCO SCREEN,UNKNOWN
V7-TOBACCO USE NONE IN > 7 YEARS,UNKNOWN
V9 CURRENT NON-SMOKER,UNKNOWN
V9 CURRENT TOBACCO USER,CURRENT SMOKER
V9 LIFETIME NON-TOBACCO USER,NEVER SMOKER
V9 LIFETIME NON-USER OF TOBACCO,NEVER SMOKER
V9 QUIT TOBACCO >12 MO & <7 YRS AGO,FORMER SMOKER
V9 QUIT TOBACCO >7 YEARS AGO,FORMER SMOKER
V9 QUIT TOBACCO IN THE LAST 12 MONTHS,FORMER SMOKER
V9 TOBACCO COUNSELING CONTRAINDICATED,UNKNOWN
V9 TOBACCO MEDS COMPLETED,CURRENT SMOKER
V9 TOBACCO OFFERED,UNKNOWN
V9 TOBACCO OFFERRED PT MEDS (PROVIDER),CURRENT SMOKER
V9 TOBACCO USE,UNKNOWN
V9 TOBACCO USE CMO,UNKNOWN
V9 TOBACCO USE-DECLINED MEDS,CURRENT SMOKER
V9 TOBACCO USER STATUS,UNKNOWN
V9 TOBACCO USE-WANTS MEDS,CURRENT SMOKER
VA HEARTLAND LIFETIME NON-SMOKER,NEVER SMOKER
VA HEARTLAND LIFETIME-NON-TOBACCO USER,NEVER SMOKER
VA HEARTLAND NON-TOBACCO USER,UNKNOWN
VA HEARTLAND TOBACCO,UNKNOWN
VA* CG EOC SMOKE DETECTORS,UNKNOWN
VA-WH PCC EXPOSURE TOB CESS NO,CURRENT SMOKER
VA-WH PCC EXPOSURE TOB CESS YES,CURRENT SMOKER
VA-WH PCC EXPOSURE TOBACCO,UNKNOWN
VBC CURRENT SMOKELESS TOBACCO USER,UNKNOWN
VBC CURRENT SMOKER,CURRENT SMOKER
VBC LIFETIME NON-SMOKER,NEVER SMOKER
VBC QUIT SMOKING < 1 YEAR,FORMER SMOKER
VBC TOBACCO SCRN/ED/REFERRAL,CURRENT SMOKER
VIDEO - GUIDE TO STOP SMOKING,CURRENT SMOKER
VIDEO - QUIT SMOKING (FIRST STEP),CURRENT SMOKER
VIDEO - SECOND HAND SMOKE,UNKNOWN
VIDEO - SMOKELESS TOBACCO - SAFE?,UNKNOWN
VIDEO - TOBACCO USE CESSATION,CURRENT SMOKER
VISN CIGAR 10 PD,UNKNOWN
VISN CIGAR 1-5 PD,UNKNOWN
VISN CIGAR 6-8 PD,UNKNOWN
VISN CIGAR NOT AT ALL,UNKNOWN
VISN CIGARETTES < 1 PPD,CURRENT SMOKER
VISN CIGARETTES > 2 PPD,CURRENT SMOKER
VISN CIGARETTES 1-2 PPD,CURRENT SMOKER
VISN CIGARETTES NONE AT ALL,UNKNOWN
VISN CIGARILLOS,UNKNOWN
VISN CIGARILLOS 10 OR > PD,UNKNOWN
VISN CIGARILLOS 1-5 PD,UNKNOWN
VISN CIGARILLOS 6-8 PD,UNKNOWN
VISN CIGARILLOS NONE AT ALL,UNKNOWN
VISN CURRENT NON-SMOKER(PREVIOUS SMOKER),FORMER SMOKER
VISN CURRENT SMOKELESS TOBACCO USER,UNKNOWN
VISN CURRENT SMOKER,CURRENT SMOKER
VISN E-CIGS 12 TIMES PER DAY OR MORE,UNKNOWN
VISN E-CIGS 1-4 TIMES PER DAY,UNKNOWN
VISN E-CIGS 5-11 TIMES PER DAY,UNKNOWN
VISN E-CIGS CONCENTRATION > 36 MG/ML,UNKNOWN
VISN E-CIGS CONCENTRATION 0-17 MG/ML,UNKNOWN
VISN E-CIGS CONCENTRATION 18-24 MG/ML,UNKNOWN
VISN E-CIGS CONCENTRATION 25-36 MG/ML,UNKNOWN
VISN E-CIGS CONCENTRATION UNKNOWN,UNKNOWN
VISN E-CIGS NOT AT ALL,UNKNOWN
VISN HX OF SMOKELESS TOBACCO,UNKNOWN
VISN LARGE CIGARS,UNKNOWN
VISN LARGE CIGARS 10 OR >,UNKNOWN
VISN LARGE CIGARS 1-3 PER WEEK,UNKNOWN
VISN LARGE CIGARS 4-6 PER WEEK,UNKNOWN
VISN LARGE CIGARS 7-9 PER WEEK,UNKNOWN
VISN LARGE CIGARS NONE,UNKNOWN
VISN LIFETIME NON-TOBACCO USER,NEVER SMOKER
VISN MEDIUM CIGARS,UNKNOWN
VISN MEDIUM CIGARS 10 OR > PER WEEK,UNKNOWN
VISN MEDIUM CIGARS 1-3 PER WEEK,UNKNOWN
VISN MEDIUM CIGARS 4-6 PER WEEK,UNKNOWN
VISN MEDIUM CIGARS 7-9 PER WEEK,UNKNOWN
VISN MEDIUM CIGARS NONE,UNKNOWN
VISN PIPE SMOKING 10 OR > BOWLS,UNKNOWN
VISN PIPE SMOKING 1-5 BOWLS,UNKNOWN
visn pipe smoking 3 per day,UNKNOWN
VISN PIPE SMOKING 6-8 BOWLS,UNKNOWN
VISN PIPE SMOKING NOT AT ALL,UNKNOWN
VISN REFUSED SMOKING CESSATION CLASS,CURRENT SMOKER
VISN SMALL CIGARS,UNKNOWN
VISN SMALL CIGARS 10 OR > PER WEEK,UNKNOWN
VISN SMALL CIGARS 1-3 PER WEEK,UNKNOWN
VISN SMALL CIGARS 4-6 PER WEEK,UNKNOWN
VISN SMALL CIGARS 7-9 PER WEEK,UNKNOWN
VISN SMALL CIGARS NONE,UNKNOWN
VISN SMOKELESS TOBACCO < 1 CAN/POUCH PD,UNKNOWN
VISN SMOKELESS TOBACCO <6 X PD,UNKNOWN
VISN SMOKELESS TOBACCO > 12 PD,UNKNOWN
VISN SMOKELESS TOBACCO 1 CAN/POUCH PD,UNKNOWN
VISN SMOKELESS TOBACCO 6-12 X PD,UNKNOWN
VISN SMOKELESS TOBACCO NONE,UNKNOWN
VISN SMOKELESS TOBACCO NOT AT ALL,UNKNOWN
VISN TELEHEALTH TOBACCO,UNKNOWN
VISN6 FLU DEFER UNTIL OCTOBER/NOVEMBER,unknown
WANT STOP TOBACCO? NO,CURRENT SMOKER
WANT STOP TOBACCO? YES,CURRENT SMOKER
WHEN DID YOU LAST USE TOBACCO?,UNKNOWN
WM PREVIOUS TOBACCO USER,FORMER SMOKER
YES EXPOSURE TO SMOKE,UNKNOWN
YES-D/I ALC/DRUG/TOB MEDS ORDERED FOR DC,CURRENT SMOKER
YES-HISTORY OF SMOKING CIGARETTES,CURRENT SMOKER
YES-INTERESTED IN TOBACCO CESSATION,CURRENT SMOKER
ZLIFE TIME NON-SMOKER,NEVER SMOKER
ZLIFETIME NON-USER OF TOBACCO,NEVER SMOKER
ZQUIT TOBACCO USE IN PAST YEAR,FORMER SMOKER
